uni01, 10, 0.000000085961538, 0.000000062223055
uni01, 50, 0.000000057187500, 0.000000024240917
uni01, 80, 0.000000047829268, 0.000000020432256
uni02, 10, 0.000000052865854, 0.000000019481206
uni02, 50, 0.000000044409180, 0.000000012812266
uni02, 80, 0.000000049993897, 0.000000011674868
logn01, 10, 0.000000104615385, 0.000000057068422
logn01, 50, 0.000000064726563, 0.000000018686865
logn01, 80, 0.000000056243902, 0.000000012301100
logn02, 10, 0.000000086365854, 0.000000009157522
logn02, 50, 0.000000097922363, 0.000000011998219
logn02, 80, 0.000000102680806, 0.000000013440561
